,Children in HHS Care,Net Pressure,Lag_1,Lag_7,Lag_14,Rolling_7,Rolling_14,DayOfWeek
2024-04-23,6967.0,173.0,6799.0,6685.0,7043.0,6774.285714285715,6796.5,1
2024-04-24,7128.0,153.0,6967.0,6725.0,6999.0,6831.857142857143,6805.714285714285,2
2024-04-25,7209.0,116.0,7128.0,6728.0,6912.0,6900.571428571428,6826.928571428572,3
2024-04-26,7209.0,116.0,7209.0,6728.0,6912.0,6969.285714285715,6848.142857142857,4
2024-04-27,7209.0,116.0,7209.0,6728.0,6912.0,7038.0,6869.357142857143,5
2024-04-28,7298.0,115.0,7209.0,6745.0,6630.0,7117.0,6917.071428571428,6
2024-04-29,7373.0,68.0,7298.0,6799.0,6681.0,7199.0,6966.5,0
2024-04-30,7431.0,59.0,7373.0,6967.0,6685.0,7265.285714285715,7019.785714285715,1
2024-05-01,7508.0,105.0,7431.0,7128.0,6725.0,7319.571428571428,7075.714285714285,2
2024-05-02,7577.0,99.0,7508.0,7209.0,6728.0,7372.142857142857,7136.357142857143,3
2024-05-03,7577.0,99.0,7577.0,7209.0,6728.0,7424.714285714285,7197.0,4
2024-05-04,7577.0,99.0,7577.0,7209.0,6728.0,7477.285714285715,7257.642857142857,5
2024-05-05,7447.0,-104.0,7577.0,7298.0,6745.0,7498.571428571428,7307.785714285715,6
2024-05-06,7449.0,6.0,7447.0,7373.0,6799.0,7509.428571428572,7354.214285714285,0
2024-05-07,7566.0,83.0,7449.0,7431.0,6967.0,7528.714285714285,7397.0,1
2024-05-08,7583.0,3.0,7566.0,7508.0,7128.0,7539.428571428572,7429.5,2
2024-05-09,7570.0,24.0,7583.0,7577.0,7209.0,7538.428571428572,7455.285714285715,3
2024-05-10,7570.0,24.0,7570.0,7577.0,7209.0,7537.428571428572,7481.071428571428,4
2024-05-11,7570.0,24.0,7570.0,7577.0,7209.0,7536.428571428572,7506.857142857143,5
2024-05-12,7464.0,18.0,7570.0,7447.0,7298.0,7538.857142857143,7518.714285714285,6
2024-05-13,7499.0,10.0,7464.0,7449.0,7373.0,7546.0,7527.714285714285,0
2024-05-14,7546.0,32.0,7499.0,7566.0,7431.0,7543.142857142857,7535.928571428572,1
2024-05-15,7589.0,76.0,7546.0,7583.0,7508.0,7544.0,7541.714285714285,2
2024-05-16,7565.0,-20.0,7589.0,7570.0,7577.0,7543.285714285715,7540.857142857143,3
2024-05-17,7565.0,-20.0,7565.0,7570.0,7577.0,7542.571428571428,7540.0,4
2024-05-18,7565.0,-20.0,7565.0,7570.0,7577.0,7541.857142857143,7539.142857142857,5
2024-05-19,7356.0,-20.0,7565.0,7464.0,7447.0,7526.428571428572,7532.642857142857,6
2024-05-20,7368.0,25.0,7356.0,7499.0,7449.0,7507.714285714285,7526.857142857143,0
2024-05-21,7404.0,31.0,7368.0,7546.0,7566.0,7487.428571428572,7515.285714285715,1
2024-05-22,7474.0,64.0,7404.0,7589.0,7583.0,7471.0,7507.5,2
2024-05-23,7494.0,87.0,7474.0,7565.0,7570.0,7460.857142857143,7502.071428571428,3
2024-05-24,7494.0,87.0,7494.0,7565.0,7570.0,7450.714285714285,7496.642857142857,4
2024-05-25,7494.0,87.0,7494.0,7565.0,7570.0,7440.571428571428,7491.214285714285,5
2024-05-26,7494.0,87.0,7494.0,7356.0,7464.0,7460.285714285715,7493.357142857143,6
2024-05-27,7365.0,85.0,7494.0,7368.0,7499.0,7459.857142857143,7483.785714285715,0
2024-05-28,7418.0,88.0,7365.0,7404.0,7546.0,7461.857142857143,7474.642857142857,1
2024-05-29,7491.0,17.0,7418.0,7474.0,7589.0,7464.285714285715,7467.642857142857,2
2024-05-30,7563.0,149.0,7491.0,7494.0,7565.0,7474.142857142857,7467.5,3
2024-05-31,7563.0,149.0,7563.0,7494.0,7565.0,7484.0,7467.357142857143,4
2024-06-01,7563.0,149.0,7563.0,7494.0,7565.0,7493.857142857143,7467.214285714285,5
2024-06-02,7546.0,16.0,7563.0,7494.0,7356.0,7501.285714285715,7480.785714285715,6
2024-06-03,7596.0,33.0,7546.0,7365.0,7368.0,7534.285714285715,7497.071428571428,0
2024-06-04,7565.0,-27.0,7596.0,7418.0,7404.0,7555.285714285715,7508.571428571428,1
2024-06-05,7691.0,93.0,7565.0,7491.0,7474.0,7583.857142857143,7524.071428571428,2
2024-06-06,7741.0,44.0,7691.0,7563.0,7494.0,7609.285714285715,7541.714285714285,3
2024-06-07,7741.0,44.0,7741.0,7563.0,7494.0,7634.714285714285,7559.357142857143,4
2024-06-08,7741.0,44.0,7741.0,7563.0,7494.0,7660.142857142857,7577.0,5
2024-06-09,7451.0,-146.0,7741.0,7546.0,7494.0,7646.571428571428,7573.928571428572,6
2024-06-10,7439.0,17.0,7451.0,7596.0,7365.0,7624.142857142857,7579.214285714285,0
2024-06-11,7493.0,68.0,7439.0,7565.0,7418.0,7613.857142857143,7584.571428571428,1
2024-06-12,7548.0,62.0,7493.0,7691.0,7491.0,7593.428571428572,7588.642857142857,2
2024-06-13,7544.0,-29.0,7548.0,7741.0,7563.0,7565.285714285715,7587.285714285715,3
2024-06-14,7544.0,-29.0,7544.0,7741.0,7563.0,7537.142857142857,7585.928571428572,4
2024-06-15,7544.0,-29.0,7544.0,7741.0,7563.0,7509.0,7584.571428571428,5
2024-06-16,7307.0,-61.0,7544.0,7451.0,7546.0,7488.428571428572,7567.5,6
2024-06-17,7318.0,48.0,7307.0,7439.0,7596.0,7471.142857142857,7547.642857142857,0
2024-06-18,7340.0,39.0,7318.0,7493.0,7565.0,7449.285714285715,7531.571428571428,1
2024-06-19,7433.0,48.0,7340.0,7548.0,7691.0,7432.857142857143,7513.142857142857,2
2024-06-20,7431.0,8.0,7433.0,7544.0,7741.0,7416.714285714285,7491.0,3
2024-06-21,7431.0,8.0,7431.0,7544.0,7741.0,7400.571428571428,7468.857142857143,4
2024-06-22,7431.0,8.0,7431.0,7544.0,7741.0,7384.428571428572,7446.714285714285,5
2024-06-23,7247.0,-93.0,7431.0,7307.0,7451.0,7375.857142857143,7432.142857142857,6
2024-06-24,7239.0,-30.0,7247.0,7318.0,7439.0,7364.571428571428,7417.857142857143,0
2024-06-25,7239.0,-11.0,7239.0,7340.0,7493.0,7350.142857142857,7399.714285714285,1
2024-06-26,7268.0,10.0,7239.0,7433.0,7548.0,7326.571428571428,7379.714285714285,2
2024-06-27,7248.0,-12.0,7268.0,7431.0,7544.0,7300.428571428572,7358.571428571428,3
2024-06-28,7248.0,-12.0,7248.0,7431.0,7544.0,7274.285714285715,7337.428571428572,4
2024-06-29,7248.0,-12.0,7248.0,7431.0,7544.0,7248.142857142857,7316.285714285715,5
2024-06-30,6874.0,-106.0,7248.0,7247.0,7307.0,7194.857142857143,7285.357142857143,6
2024-07-01,6825.0,-70.0,6874.0,7239.0,7318.0,7135.714285714285,7250.142857142857,0
2024-07-02,6823.0,4.0,6825.0,7239.0,7340.0,7076.285714285715,7213.214285714285,1
2024-07-03,6823.0,4.0,6823.0,7268.0,7433.0,7012.714285714285,7169.642857142857,2
2024-07-04,6790.0,-34.0,6823.0,7248.0,7431.0,6947.285714285715,7123.857142857143,3
2024-07-05,6790.0,-34.0,6790.0,7248.0,7431.0,6881.857142857143,7078.071428571428,4
2024-07-06,6790.0,-34.0,6790.0,7248.0,7431.0,6816.428571428572,7032.285714285715,5
2024-07-07,6599.0,20.0,6790.0,6874.0,7247.0,6777.142857142857,6986.0,6
2024-07-08,6617.0,6.0,6599.0,6825.0,7239.0,6747.428571428572,6941.571428571428,0
2024-07-09,6651.0,52.0,6617.0,6823.0,7239.0,6722.857142857143,6899.571428571428,1
2024-07-10,6649.0,24.0,6651.0,6823.0,7268.0,6698.0,6855.357142857143,2
2024-07-11,6640.0,-72.0,6649.0,6790.0,7248.0,6676.571428571428,6811.928571428572,3
2024-07-12,6640.0,-72.0,6640.0,6790.0,7248.0,6655.142857142857,6768.5,4
2024-07-13,6640.0,-72.0,6640.0,6790.0,7248.0,6633.714285714285,6725.071428571428,5
2024-07-14,6308.0,-73.0,6640.0,6599.0,6874.0,6592.142857142857,6684.642857142857,6
2024-07-15,6283.0,-13.0,6308.0,6617.0,6825.0,6544.428571428572,6645.928571428572,0
2024-07-16,6239.0,-50.0,6283.0,6651.0,6823.0,6485.571428571428,6604.214285714285,1
2024-07-17,6228.0,-10.0,6239.0,6649.0,6823.0,6425.428571428572,6561.714285714285,2
2024-07-18,6228.0,-10.0,6228.0,6640.0,6790.0,6366.571428571428,6521.571428571428,3
2024-07-19,6228.0,-10.0,6228.0,6640.0,6790.0,6307.714285714285,6481.428571428572,4
2024-07-20,6228.0,-10.0,6228.0,6640.0,6790.0,6248.857142857143,6441.285714285715,5
2024-07-21,6058.0,-57.0,6228.0,6308.0,6599.0,6213.142857142857,6402.642857142857,6
2024-07-22,6002.0,-79.0,6058.0,6283.0,6617.0,6173.0,6358.714285714285,0
2024-07-23,5965.0,-44.0,6002.0,6239.0,6651.0,6133.857142857143,6309.714285714285,1
2024-07-24,5927.0,-11.0,5965.0,6228.0,6649.0,6090.857142857143,6258.142857142857,2
2024-07-25,5954.0,14.0,5927.0,6228.0,6640.0,6051.714285714285,6209.142857142857,3
2024-07-26,5954.0,14.0,5954.0,6228.0,6640.0,6012.571428571428,6160.142857142857,4
2024-07-27,5954.0,14.0,5954.0,6228.0,6640.0,5973.428571428572,6111.142857142857,5
2024-07-28,5743.0,-8.0,5954.0,6058.0,6308.0,5928.428571428572,6070.785714285715,6
2024-07-29,5819.0,56.0,5743.0,6002.0,6283.0,5902.285714285715,6037.642857142857,0
2024-07-30,5930.0,116.0,5819.0,5965.0,6239.0,5897.285714285715,6015.571428571428,1
2024-07-31,5963.0,9.0,5930.0,5927.0,6228.0,5902.428571428572,5996.642857142857,2
2024-08-01,6016.0,43.0,5963.0,5954.0,6228.0,5911.285714285715,5981.5,3
2024-08-02,6016.0,43.0,6016.0,5954.0,6228.0,5920.142857142857,5966.357142857143,4
2024-08-03,6016.0,43.0,6016.0,5954.0,6228.0,5929.0,5951.214285714285,5
2024-08-04,5943.0,-27.0,6016.0,5743.0,6058.0,5957.571428571428,5943.0,6
2024-08-05,5950.0,-12.0,5943.0,5819.0,6002.0,5976.285714285715,5939.285714285715,0
2024-08-06,5998.0,57.0,5950.0,5930.0,5965.0,5986.0,5941.642857142857,1
2024-08-07,6038.0,33.0,5998.0,5963.0,5927.0,5996.714285714285,5949.571428571428,2
2024-08-08,6084.0,39.0,6038.0,6016.0,5954.0,6006.428571428572,5958.857142857143,3
2024-08-09,6084.0,39.0,6084.0,6016.0,5954.0,6016.142857142857,5968.142857142857,4
2024-08-10,6084.0,39.0,6084.0,6016.0,5954.0,6025.857142857143,5977.428571428572,5
2024-08-11,5894.0,-109.0,6084.0,5943.0,5743.0,6018.857142857143,5988.214285714285,6
2024-08-12,5903.0,7.0,5894.0,5950.0,5819.0,6012.142857142857,5994.214285714285,0
2024-08-13,5981.0,66.0,5903.0,5998.0,5930.0,6009.714285714285,5997.857142857143,1
2024-08-14,5987.0,13.0,5981.0,6038.0,5963.0,6002.428571428572,5999.571428571428,2
2024-08-15,5895.0,-64.0,5987.0,6084.0,6016.0,5975.428571428572,5990.928571428572,3
2024-08-16,5895.0,-64.0,5895.0,6084.0,6016.0,5948.428571428572,5982.285714285715,4
2024-08-17,5895.0,-64.0,5895.0,6084.0,6016.0,5921.428571428572,5973.642857142857,5
2024-08-18,5821.0,57.0,5895.0,5894.0,5943.0,5911.0,5964.928571428572,6
2024-08-19,5865.0,4.0,5821.0,5903.0,5950.0,5905.571428571428,5958.857142857143,0
2024-08-20,5995.0,133.0,5865.0,5981.0,5998.0,5907.571428571428,5958.642857142857,1
2024-08-21,6028.0,11.0,5995.0,5987.0,6038.0,5913.428571428572,5957.928571428572,2
2024-08-22,6054.0,34.0,6028.0,5895.0,6084.0,5936.142857142857,5955.785714285715,3
2024-08-23,6054.0,34.0,6054.0,5895.0,6084.0,5958.857142857143,5953.642857142857,4
2024-08-24,6054.0,34.0,6054.0,5895.0,6084.0,5981.571428571428,5951.5,5
2024-08-25,6054.0,34.0,6054.0,5821.0,5894.0,6014.857142857143,5962.928571428572,6
2024-08-26,6054.0,34.0,6054.0,5865.0,5903.0,6041.857142857143,5973.714285714285,0
2024-08-27,6152.0,125.0,6054.0,5995.0,5981.0,6064.285714285715,5985.928571428572,1
2024-08-28,6227.0,44.0,6152.0,6028.0,5987.0,6092.714285714285,6003.071428571428,2
2024-08-29,6250.0,19.0,6227.0,6054.0,5895.0,6120.714285714285,6028.428571428572,3
2024-08-30,6250.0,19.0,6250.0,6054.0,5895.0,6148.714285714285,6053.785714285715,4
2024-08-31,6250.0,19.0,6250.0,6054.0,5895.0,6176.714285714285,6079.142857142857,5
2024-09-01,6250.0,19.0,6250.0,6054.0,5821.0,6204.714285714285,6109.785714285715,6
2024-09-02,6192.0,69.0,6250.0,6054.0,5865.0,6224.428571428572,6133.142857142857,0
2024-09-03,6272.0,65.0,6192.0,6152.0,5995.0,6241.571428571428,6152.928571428572,1
2024-09-04,6375.0,105.0,6272.0,6227.0,6028.0,6262.714285714285,6177.714285714285,2
2024-09-05,6448.0,54.0,6375.0,6250.0,6054.0,6291.0,6205.857142857143,3
2024-09-06,6448.0,54.0,6448.0,6250.0,6054.0,6319.285714285715,6234.0,4
2024-09-07,6448.0,54.0,6448.0,6250.0,6054.0,6347.571428571428,6262.142857142857,5
2024-09-08,6312.0,-57.0,6448.0,6250.0,6054.0,6356.428571428572,6280.571428571428,6
2024-09-09,6353.0,49.0,6312.0,6192.0,6054.0,6379.428571428572,6301.928571428572,0
2024-09-10,6396.0,32.0,6353.0,6272.0,6152.0,6397.142857142857,6319.357142857143,1
2024-09-11,6410.0,13.0,6396.0,6375.0,6227.0,6402.142857142857,6332.428571428572,2
2024-09-12,6360.0,-10.0,6410.0,6448.0,6250.0,6389.571428571428,6340.285714285715,3
2024-09-13,6326.0,-67.0,6360.0,6448.0,6250.0,6372.142857142857,6345.714285714285,4
2024-09-14,6326.0,-67.0,6326.0,6448.0,6250.0,6354.714285714285,6351.142857142857,5
2024-09-15,6234.0,-43.0,6326.0,6312.0,6250.0,6343.571428571428,6350.0,6
2024-09-16,6229.0,-4.0,6234.0,6353.0,6192.0,6325.857142857143,6352.642857142857,0
2024-09-17,6227.0,-21.0,6229.0,6396.0,6272.0,6301.714285714285,6349.428571428572,1
2024-09-18,6245.0,68.0,6227.0,6410.0,6375.0,6278.142857142857,6340.142857142857,2
2024-09-19,6270.0,-19.0,6245.0,6360.0,6448.0,6265.285714285715,6327.428571428572,3
2024-09-20,6270.0,-19.0,6270.0,6326.0,6448.0,6257.285714285715,6314.714285714285,4
2024-09-21,6270.0,-19.0,6270.0,6326.0,6448.0,6249.285714285715,6302.0,5
2024-09-22,5989.0,-36.0,6270.0,6234.0,6312.0,6214.285714285715,6278.928571428572,6
2024-09-23,6002.0,8.0,5989.0,6229.0,6353.0,6181.857142857143,6253.857142857143,0
2024-09-24,6023.0,29.0,6002.0,6227.0,6396.0,6152.714285714285,6227.214285714285,1
2024-09-25,6050.0,51.0,6023.0,6245.0,6410.0,6124.857142857143,6201.5,2
2024-09-26,6090.0,-13.0,6050.0,6270.0,6360.0,6099.142857142857,6182.214285714285,3
2024-09-27,6090.0,-13.0,6090.0,6270.0,6326.0,6073.428571428572,6165.357142857143,4
2024-09-28,6090.0,-13.0,6090.0,6270.0,6326.0,6047.714285714285,6148.5,5
2024-09-29,5925.0,-24.0,6090.0,5989.0,6234.0,6038.571428571428,6126.428571428572,6
2024-09-30,5967.0,46.0,5925.0,6002.0,6229.0,6033.571428571428,6107.714285714285,0
2024-10-01,6040.0,80.0,5967.0,6023.0,6227.0,6036.0,6094.357142857143,1
2024-10-02,6091.0,57.0,6040.0,6050.0,6245.0,6041.857142857143,6083.357142857143,2
2024-10-03,6118.0,-15.0,6091.0,6090.0,6270.0,6045.857142857143,6072.5,3
2024-10-04,6118.0,-15.0,6118.0,6090.0,6270.0,6049.857142857143,6061.642857142857,4
2024-10-05,6118.0,-15.0,6118.0,6090.0,6270.0,6053.857142857143,6050.785714285715,5
2024-10-06,6118.0,-15.0,6118.0,5925.0,5989.0,6081.428571428572,6060.0,6
2024-10-07,5968.0,23.0,6118.0,5967.0,6002.0,6081.571428571428,6057.571428571428,0
2024-10-08,6013.0,43.0,5968.0,6040.0,6023.0,6077.714285714285,6056.857142857143,1
2024-10-09,6047.0,32.0,6013.0,6091.0,6050.0,6071.428571428572,6056.642857142857,2
2024-10-10,6075.0,34.0,6047.0,6118.0,6090.0,6065.285714285715,6055.571428571428,3
2024-10-11,6075.0,34.0,6075.0,6118.0,6090.0,6059.142857142857,6054.5,4
2024-10-12,6075.0,34.0,6075.0,6118.0,6090.0,6053.0,6053.428571428572,5
2024-10-13,5889.0,-18.0,6075.0,6118.0,5925.0,6020.285714285715,6050.857142857143,6
2024-10-14,5935.0,54.0,5889.0,5968.0,5967.0,6015.571428571428,6048.571428571428,0
2024-10-15,6013.0,52.0,5935.0,6013.0,6040.0,6015.571428571428,6046.642857142857,1
2024-10-16,6036.0,21.0,6013.0,6047.0,6091.0,6014.0,6042.714285714285,2
2024-10-17,6076.0,46.0,6036.0,6075.0,6118.0,6014.142857142857,6039.714285714285,3
2024-10-18,6076.0,46.0,6076.0,6075.0,6118.0,6014.285714285715,6036.714285714285,4
2024-10-19,6076.0,46.0,6076.0,6075.0,6118.0,6014.428571428572,6033.714285714285,5
2024-10-20,5918.0,19.0,6076.0,5889.0,6118.0,6018.571428571428,6019.428571428572,6
2024-10-21,5966.0,59.0,5918.0,5935.0,5968.0,6023.0,6019.285714285715,0
2024-10-22,6043.0,37.0,5966.0,6013.0,6013.0,6027.285714285715,6021.428571428572,1
2024-10-23,6077.0,48.0,6043.0,6036.0,6047.0,6033.142857142857,6023.571428571428,2
2024-10-24,6077.0,48.0,6077.0,6076.0,6075.0,6033.285714285715,6023.714285714285,3
2024-10-25,6077.0,48.0,6077.0,6076.0,6075.0,6033.428571428572,6023.857142857143,4
2024-10-26,6077.0,48.0,6077.0,6076.0,6075.0,6033.571428571428,6024.0,5
2024-10-27,5974.0,-34.0,6077.0,5918.0,5889.0,6041.571428571428,6030.071428571428,6
2024-10-28,6008.0,37.0,5974.0,5966.0,5935.0,6047.571428571428,6035.285714285715,0
2024-10-29,6106.0,103.0,6008.0,6043.0,6013.0,6056.571428571428,6041.928571428572,1
2024-10-30,6149.0,18.0,6106.0,6077.0,6036.0,6066.857142857143,6050.0,2
2024-10-31,6148.0,-4.0,6149.0,6077.0,6076.0,6077.0,6055.142857142857,3
2024-11-01,6148.0,-4.0,6148.0,6077.0,6076.0,6087.142857142857,6060.285714285715,4
2024-11-02,6148.0,-4.0,6148.0,6077.0,6076.0,6097.285714285715,6065.428571428572,5
2024-11-03,5990.0,-27.0,6148.0,5974.0,5918.0,6099.571428571428,6070.571428571428,6
2024-11-04,6007.0,25.0,5990.0,6008.0,5966.0,6099.428571428572,6073.5,0
2024-11-05,6045.0,33.0,6007.0,6106.0,6043.0,6090.714285714285,6073.642857142857,1
2024-11-06,6086.0,39.0,6045.0,6149.0,6077.0,6081.714285714285,6074.285714285715,2
2024-11-07,6084.0,15.0,6086.0,6148.0,6077.0,6072.571428571428,6074.785714285715,3
2024-11-08,6084.0,15.0,6084.0,6148.0,6077.0,6063.428571428572,6075.285714285715,4
2024-11-09,6084.0,15.0,6084.0,6148.0,6077.0,6054.285714285715,6075.785714285715,5
2024-11-10,6084.0,15.0,6084.0,5990.0,5974.0,6067.714285714285,6083.642857142857,6
2024-11-11,5963.0,23.0,6084.0,6007.0,6008.0,6061.428571428572,6080.428571428572,0
2024-11-12,5975.0,1.0,5963.0,6045.0,6106.0,6051.428571428572,6071.071428571428,1
2024-11-13,5966.0,24.0,5975.0,6086.0,6149.0,6034.285714285715,6058.0,2
2024-11-14,6025.0,38.0,5966.0,6084.0,6148.0,6025.857142857143,6049.214285714285,3
2024-11-15,6025.0,38.0,6025.0,6084.0,6148.0,6017.428571428572,6040.428571428572,4
2024-11-16,6025.0,38.0,6025.0,6084.0,6148.0,6009.0,6031.642857142857,5
2024-11-17,5816.0,-46.0,6025.0,6084.0,5990.0,5970.714285714285,6019.214285714285,6
2024-11-18,5819.0,25.0,5816.0,5963.0,6007.0,5950.142857142857,6005.785714285715,0
2024-11-19,5844.0,6.0,5819.0,5975.0,6045.0,5931.428571428572,5991.428571428572,1
2024-11-20,5879.0,33.0,5844.0,5966.0,6086.0,5919.0,5976.642857142857,2
2024-11-21,5850.0,-37.0,5879.0,6025.0,6084.0,5894.0,5959.928571428572,3
2024-11-22,5850.0,-37.0,5850.0,6025.0,6084.0,5869.0,5943.214285714285,4
2024-11-23,5850.0,-37.0,5850.0,6025.0,6084.0,5844.0,5926.5,5
2024-11-24,5664.0,-15.0,5850.0,5816.0,6084.0,5822.285714285715,5896.5,6
2024-11-25,5715.0,67.0,5664.0,5819.0,5963.0,5807.428571428572,5878.785714285715,0
2024-11-26,5826.0,102.0,5715.0,5844.0,5975.0,5804.857142857143,5868.142857142857,1
2024-11-27,5862.0,13.0,5826.0,5879.0,5966.0,5802.428571428572,5860.714285714285,2
2024-11-28,5963.0,94.0,5862.0,5850.0,6025.0,5818.571428571428,5856.285714285715,3
2024-11-29,5963.0,94.0,5963.0,5850.0,6025.0,5834.714285714285,5851.857142857143,4
2024-11-30,5963.0,94.0,5963.0,5850.0,6025.0,5850.857142857143,5847.428571428572,5
2024-12-01,5986.0,38.0,5963.0,5664.0,5816.0,5896.857142857143,5859.571428571428,6
2024-12-02,6061.0,107.0,5986.0,5715.0,5819.0,5946.285714285715,5876.857142857143,0
2024-12-03,6192.0,135.0,6061.0,5826.0,5844.0,5998.571428571428,5901.714285714285,1
2024-12-04,6269.0,45.0,6192.0,5862.0,5879.0,6056.714285714285,5929.571428571428,2
2024-12-05,6310.0,58.0,6269.0,5963.0,5850.0,6106.285714285715,5962.428571428572,3
2024-12-06,6310.0,58.0,6310.0,5963.0,5850.0,6155.857142857143,5995.285714285715,4
2024-12-07,6310.0,58.0,6310.0,5963.0,5850.0,6205.428571428572,6028.142857142857,5
2024-12-08,6286.0,11.0,6310.0,5986.0,5664.0,6248.285714285715,6072.571428571428,6
2024-12-09,6268.0,-22.0,6286.0,6061.0,5715.0,6277.857142857143,6112.071428571428,0
2024-12-10,6310.0,64.0,6268.0,6192.0,5826.0,6294.714285714285,6146.642857142857,1
2024-12-11,6402.0,80.0,6310.0,6269.0,5862.0,6313.714285714285,6185.214285714285,2
2024-12-12,6481.0,92.0,6402.0,6310.0,5963.0,6338.142857142857,6222.214285714285,3
2024-12-13,6481.0,92.0,6481.0,6310.0,5963.0,6362.571428571428,6259.214285714285,4
2024-12-14,6481.0,92.0,6481.0,6310.0,5963.0,6387.0,6296.214285714285,5
2024-12-15,6408.0,-5.0,6481.0,6286.0,5986.0,6404.428571428572,6326.357142857143,6
2024-12-16,6454.0,40.0,6408.0,6268.0,6061.0,6431.0,6354.428571428572,0
2024-12-17,6506.0,96.0,6454.0,6310.0,6192.0,6459.0,6376.857142857143,1
2024-12-18,6598.0,76.0,6506.0,6402.0,6269.0,6487.0,6400.357142857143,2
2024-12-19,6600.0,-34.0,6598.0,6481.0,6310.0,6504.0,6421.071428571428,3
2024-12-20,6600.0,-34.0,6600.0,6481.0,6310.0,6521.0,6441.785714285715,4
2024-12-21,6600.0,-34.0,6600.0,6481.0,6310.0,6538.0,6462.5,5
2024-12-22,6595.0,-32.0,6600.0,6408.0,6286.0,6564.714285714285,6484.571428571428,6
2024-12-23,6548.0,-54.0,6595.0,6454.0,6268.0,6578.142857142857,6504.571428571428,0
2024-12-24,6622.0,56.0,6548.0,6506.0,6310.0,6594.714285714285,6526.857142857143,1
2024-12-25,6689.0,86.0,6622.0,6598.0,6402.0,6607.714285714285,6547.357142857143,2
2024-12-26,6707.0,17.0,6689.0,6600.0,6481.0,6623.0,6563.5,3
2024-12-27,6707.0,17.0,6707.0,6600.0,6481.0,6638.285714285715,6579.642857142857,4
2024-12-28,6707.0,17.0,6707.0,6600.0,6481.0,6653.571428571428,6595.785714285715,5
2024-12-29,6465.0,-83.0,6707.0,6595.0,6408.0,6635.0,6599.857142857143,6
2024-12-30,6454.0,-38.0,6465.0,6548.0,6454.0,6621.571428571428,6599.857142857143,0
2024-12-31,6454.0,-38.0,6454.0,6622.0,6506.0,6597.571428571428,6596.142857142857,1
2025-01-01,6405.0,-50.0,6454.0,6689.0,6598.0,6557.0,6582.357142857143,2
2025-01-02,6292.0,-117.0,6405.0,6707.0,6600.0,6497.714285714285,6560.357142857143,3
2025-01-03,6292.0,-117.0,6292.0,6707.0,6600.0,6438.428571428572,6538.357142857143,4
2025-01-04,6292.0,-117.0,6292.0,6707.0,6600.0,6379.142857142857,6516.357142857143,5
2025-01-05,5882.0,-121.0,6292.0,6465.0,6595.0,6295.857142857143,6465.428571428572,6
2025-01-06,5769.0,-119.0,5882.0,6454.0,6548.0,6198.0,6409.785714285715,0
2025-01-07,5703.0,-68.0,5769.0,6454.0,6622.0,6090.714285714285,6344.142857142857,1
2025-01-08,5605.0,-102.0,5703.0,6405.0,6689.0,5976.428571428572,6266.714285714285,2
2025-01-09,5507.0,-96.0,5605.0,6292.0,6707.0,5864.285714285715,6181.0,3
2025-01-10,5507.0,-96.0,5507.0,6292.0,6707.0,5752.142857142857,6095.285714285715,4
2025-01-11,5507.0,-96.0,5507.0,6292.0,6707.0,5640.0,6009.571428571428,5
2025-01-12,5092.0,-155.0,5507.0,5882.0,6465.0,5527.142857142857,5911.5,6
2025-01-13,5019.0,-79.0,5092.0,5769.0,6454.0,5420.0,5809.0,0
2025-01-14,4957.0,-46.0,5019.0,5703.0,6454.0,5313.428571428572,5702.071428571428,1
2025-01-15,4903.0,-57.0,4957.0,5605.0,6405.0,5213.142857142857,5594.785714285715,2
2025-01-16,4881.0,-28.0,4903.0,5507.0,6292.0,5123.714285714285,5494.0,3
2025-01-17,4881.0,-28.0,4881.0,5507.0,6292.0,5034.285714285715,5393.214285714285,4
2025-01-18,4881.0,-28.0,4881.0,5507.0,6292.0,4944.857142857143,5292.428571428572,5
2025-01-19,4628.0,-8.0,4881.0,5092.0,5882.0,4878.571428571428,5202.857142857143,6
2025-01-20,4638.0,9.0,4628.0,5019.0,5769.0,4824.142857142857,5122.071428571428,0
2025-01-21,4728.0,63.0,4638.0,4957.0,5703.0,4791.428571428572,5052.428571428572,1
2025-01-22,4717.0,-31.0,4728.0,4903.0,5605.0,4764.857142857143,4989.0,2
2025-01-23,4621.0,-77.0,4717.0,4881.0,5507.0,4727.714285714285,4925.714285714285,3
2025-01-24,4621.0,-77.0,4621.0,4881.0,5507.0,4690.571428571428,4862.428571428572,4
2025-01-25,4621.0,-77.0,4621.0,4881.0,5507.0,4653.428571428572,4799.142857142857,5
2025-01-26,4241.0,-171.0,4621.0,4628.0,5092.0,4598.142857142857,4738.357142857143,6
2025-01-27,4161.0,-93.0,4241.0,4638.0,5019.0,4530.0,4677.071428571428,0
2025-01-28,4096.0,-62.0,4161.0,4728.0,4957.0,4439.714285714285,4615.571428571428,1
2025-01-29,4036.0,-60.0,4096.0,4717.0,4903.0,4342.428571428572,4553.642857142857,2
2025-01-30,3923.0,-112.0,4036.0,4621.0,4881.0,4242.714285714285,4485.214285714285,3
2025-01-31,3923.0,-112.0,3923.0,4621.0,4881.0,4143.0,4416.785714285715,4
2025-02-01,3923.0,-112.0,3923.0,4621.0,4881.0,4043.285714285714,4348.357142857143,5
2025-02-02,3483.0,-127.0,3923.0,4241.0,4628.0,3935.0,4266.571428571428,6
