,Children in HHS Care,Net Pressure,Lag_1,Lag_7,Lag_14,Rolling_7,Rolling_14,DayOfWeek
2025-02-03,3403.0,-91.0,3483.0,4161.0,4638.0,3826.714285714286,4178.357142857143,0
2025-02-04,3359.0,-45.0,3403.0,4096.0,4728.0,3721.4285714285716,4080.5714285714284,1
2025-02-05,3290.0,-68.0,3359.0,4036.0,4717.0,3614.8571428571427,3978.6428571428573,2
2025-02-06,3181.0,-118.0,3290.0,3923.0,4621.0,3508.8571428571427,3875.785714285714,3
2025-02-07,3181.0,-118.0,3181.0,3923.0,4621.0,3402.8571428571427,3772.9285714285716,4
2025-02-08,3181.0,-118.0,3181.0,3923.0,4621.0,3296.8571428571427,3670.0714285714284,5
2025-02-09,2878.0,-76.0,3181.0,3483.0,4241.0,3210.4285714285716,3572.714285714286,6
2025-02-10,2834.0,-48.0,2878.0,3403.0,4161.0,3129.1428571428573,3477.9285714285716,0
2025-02-11,2799.0,-38.0,2834.0,3359.0,4096.0,3049.1428571428573,3385.285714285714,1
2025-02-12,2752.0,-46.0,2799.0,3290.0,4036.0,2972.285714285714,3293.5714285714284,2
2025-02-13,2703.0,-49.0,2752.0,3181.0,3923.0,2904.0,3206.4285714285716,3
2025-02-14,2703.0,-49.0,2703.0,3181.0,3923.0,2835.714285714286,3119.285714285714,4
2025-02-15,2703.0,-49.0,2703.0,3181.0,3923.0,2767.4285714285716,3032.1428571428573,5
2025-02-16,2703.0,-49.0,2703.0,2878.0,3483.0,2742.4285714285716,2976.4285714285716,6
2025-02-17,2532.0,-1.0,2703.0,2834.0,3403.0,2699.285714285714,2914.214285714286,0
2025-02-18,2536.0,2.0,2532.0,2799.0,3359.0,2661.714285714286,2855.4285714285716,1
2025-02-19,2528.0,-2.0,2536.0,2752.0,3290.0,2629.714285714286,2801.0,2
2025-02-20,2520.0,-17.0,2528.0,2703.0,3181.0,2603.5714285714284,2753.785714285714,3
2025-02-21,2520.0,-17.0,2520.0,2703.0,3181.0,2577.4285714285716,2706.5714285714284,4
2025-02-22,2520.0,-17.0,2520.0,2703.0,3181.0,2551.285714285714,2659.3571428571427,5
2025-02-23,2423.0,-27.0,2520.0,2703.0,2878.0,2511.285714285714,2626.8571428571427,6
2025-02-24,2413.0,-10.0,2423.0,2532.0,2834.0,2494.285714285714,2596.785714285714,0
2025-02-25,2413.0,-16.0,2413.0,2536.0,2799.0,2476.714285714286,2569.214285714286,1
2025-02-26,2411.0,-22.0,2413.0,2528.0,2752.0,2460.0,2544.8571428571427,2
2025-02-27,2391.0,-20.0,2411.0,2520.0,2703.0,2441.5714285714284,2522.5714285714284,3
2025-02-28,2391.0,-20.0,2391.0,2520.0,2703.0,2423.1428571428573,2500.285714285714,4
2025-03-01,2391.0,-20.0,2391.0,2520.0,2703.0,2404.714285714286,2478.0,5
2025-03-02,2297.0,-27.0,2391.0,2423.0,2703.0,2386.714285714286,2449.0,6
2025-03-03,2287.0,-7.0,2297.0,2413.0,2532.0,2368.714285714286,2431.5,0
2025-03-04,2272.0,-20.0,2287.0,2413.0,2536.0,2348.5714285714284,2412.6428571428573,1
2025-03-05,2238.0,-36.0,2272.0,2411.0,2528.0,2323.8571428571427,2391.9285714285716,2
2025-03-06,2218.0,-27.0,2238.0,2391.0,2520.0,2299.1428571428573,2370.3571428571427,3
2025-03-07,2218.0,-27.0,2218.0,2391.0,2520.0,2274.4285714285716,2348.785714285714,4
2025-03-08,2218.0,-27.0,2218.0,2391.0,2520.0,2249.714285714286,2327.214285714286,5
2025-03-09,2137.0,-15.0,2218.0,2297.0,2423.0,2226.8571428571427,2306.785714285714,6
2025-03-10,2125.0,-15.0,2137.0,2287.0,2413.0,2203.714285714286,2286.214285714286,0
2025-03-11,2116.0,-13.0,2125.0,2272.0,2413.0,2181.4285714285716,2265.0,1
2025-03-12,2113.0,-6.0,2116.0,2238.0,2411.0,2163.5714285714284,2243.714285714286,2
2025-03-13,2116.0,3.0,2113.0,2218.0,2391.0,2149.0,2224.0714285714284,3
2025-03-14,2116.0,3.0,2116.0,2218.0,2391.0,2134.4285714285716,2204.4285714285716,4
2025-03-15,2116.0,3.0,2116.0,2218.0,2391.0,2119.8571428571427,2184.785714285714,5
2025-03-16,2117.0,3.0,2116.0,2137.0,2297.0,2117.0,2171.9285714285716,6
2025-03-17,2111.0,-8.0,2117.0,2125.0,2287.0,2115.0,2159.3571428571427,0
2025-03-18,2109.0,-2.0,2111.0,2116.0,2272.0,2114.0,2147.714285714286,1
2025-03-19,2119.0,5.0,2109.0,2113.0,2238.0,2114.8571428571427,2139.214285714286,2
2025-03-20,2124.0,4.0,2119.0,2116.0,2218.0,2116.0,2132.5,3
2025-03-21,2124.0,4.0,2124.0,2116.0,2218.0,2117.1428571428573,2125.785714285714,4
2025-03-22,2124.0,4.0,2124.0,2116.0,2218.0,2118.285714285714,2119.0714285714284,5
2025-03-23,2136.0,7.0,2124.0,2117.0,2137.0,2121.0,2119.0,6
2025-03-24,2139.0,4.0,2136.0,2111.0,2125.0,2125.0,2120.0,0
2025-03-25,2145.0,1.0,2139.0,2109.0,2116.0,2130.1428571428573,2122.0714285714284,1
2025-03-26,2159.0,13.0,2145.0,2119.0,2113.0,2135.8571428571427,2125.3571428571427,2
2025-03-27,2159.0,11.0,2159.0,2124.0,2116.0,2140.8571428571427,2128.4285714285716,3
2025-03-28,2159.0,11.0,2159.0,2124.0,2116.0,2145.8571428571427,2131.5,4
2025-03-29,2159.0,11.0,2159.0,2124.0,2116.0,2150.8571428571427,2134.5714285714284,5
2025-03-30,2188.0,3.0,2159.0,2136.0,2117.0,2158.285714285714,2139.6428571428573,6
2025-03-31,2193.0,3.0,2188.0,2139.0,2111.0,2166.0,2145.5,0
2025-04-01,2191.0,-5.0,2193.0,2145.0,2109.0,2172.5714285714284,2151.3571428571427,1
2025-04-02,2208.0,13.0,2191.0,2159.0,2119.0,2179.5714285714284,2157.714285714286,2
2025-04-03,2223.0,10.0,2208.0,2159.0,2124.0,2188.714285714286,2164.785714285714,3
2025-04-04,2223.0,10.0,2223.0,2159.0,2124.0,2197.8571428571427,2171.8571428571427,4
2025-04-05,2223.0,10.0,2223.0,2159.0,2124.0,2207.0,2178.9285714285716,5
2025-04-06,2234.0,-4.0,2223.0,2188.0,2136.0,2213.5714285714284,2185.9285714285716,6
2025-04-07,2237.0,4.0,2234.0,2193.0,2139.0,2219.8571428571427,2192.9285714285716,0
2025-04-08,2243.0,3.0,2237.0,2191.0,2145.0,2227.285714285714,2199.9285714285716,1
2025-04-09,2251.0,5.0,2243.0,2208.0,2159.0,2233.4285714285716,2206.5,2
2025-04-10,2265.0,11.0,2251.0,2223.0,2159.0,2239.4285714285716,2214.0714285714284,3
2025-04-11,2267.0,-1.0,2265.0,2223.0,2159.0,2245.714285714286,2221.785714285714,4
2025-04-12,2267.0,-1.0,2267.0,2223.0,2159.0,2252.0,2229.5,5
2025-04-13,2283.0,7.0,2267.0,2234.0,2188.0,2259.0,2236.285714285714,6
2025-04-14,2282.0,-4.0,2283.0,2237.0,2193.0,2265.4285714285716,2242.6428571428573,0
2025-04-15,2286.0,5.0,2282.0,2243.0,2191.0,2271.5714285714284,2249.4285714285716,1
2025-04-16,2291.0,-3.0,2286.0,2251.0,2208.0,2277.285714285714,2255.3571428571427,2
2025-04-17,2288.0,-4.0,2291.0,2265.0,2223.0,2280.5714285714284,2260.0,3
2025-04-18,2288.0,-4.0,2288.0,2267.0,2223.0,2283.5714285714284,2264.6428571428573,4
2025-04-19,2288.0,-4.0,2288.0,2267.0,2223.0,2286.5714285714284,2269.285714285714,5
2025-04-20,2305.0,2.0,2288.0,2283.0,2234.0,2289.714285714286,2274.3571428571427,6
2025-04-21,2308.0,-1.0,2305.0,2282.0,2237.0,2293.4285714285716,2279.4285714285716,0
2025-04-22,2305.0,-3.0,2308.0,2286.0,2243.0,2296.1428571428573,2283.8571428571427,1
2025-04-23,2300.0,-7.0,2305.0,2291.0,2251.0,2297.4285714285716,2287.3571428571427,2
2025-04-24,2294.0,-6.0,2300.0,2288.0,2265.0,2298.285714285714,2289.4285714285716,3
2025-04-25,2294.0,-6.0,2294.0,2288.0,2267.0,2299.1428571428573,2291.3571428571427,4
2025-04-26,2294.0,-6.0,2294.0,2288.0,2267.0,2300.0,2293.285714285714,5
2025-04-27,2301.0,8.0,2294.0,2305.0,2283.0,2299.4285714285716,2294.5714285714284,6
2025-04-28,2307.0,4.0,2301.0,2308.0,2282.0,2299.285714285714,2296.3571428571427,0
2025-04-29,2304.0,-4.0,2307.0,2305.0,2286.0,2299.1428571428573,2297.6428571428573,1
2025-04-30,2309.0,-3.0,2304.0,2300.0,2291.0,2300.4285714285716,2298.9285714285716,2
2025-05-01,2306.0,-2.0,2309.0,2294.0,2288.0,2302.1428571428573,2300.214285714286,3
2025-05-02,2306.0,-2.0,2306.0,2294.0,2288.0,2303.8571428571427,2301.5,4
2025-05-03,2306.0,-2.0,2306.0,2294.0,2288.0,2305.5714285714284,2302.785714285714,5
2025-05-04,2335.0,5.0,2306.0,2301.0,2305.0,2310.4285714285716,2304.9285714285716,6
2025-05-05,2331.0,3.0,2335.0,2307.0,2308.0,2313.8571428571427,2306.5714285714284,0
2025-05-06,2339.0,0.0,2331.0,2304.0,2305.0,2318.8571428571427,2309.0,1
2025-05-07,2335.0,5.0,2339.0,2309.0,2300.0,2322.5714285714284,2311.5,2
2025-05-08,2361.0,5.0,2335.0,2306.0,2294.0,2330.4285714285716,2316.285714285714,3
2025-05-09,2361.0,5.0,2361.0,2306.0,2294.0,2338.285714285714,2321.0714285714284,4
2025-05-10,2361.0,5.0,2361.0,2306.0,2294.0,2346.1428571428573,2325.8571428571427,5
2025-05-11,2385.0,9.0,2361.0,2335.0,2301.0,2353.285714285714,2331.8571428571427,6
2025-05-12,2392.0,7.0,2385.0,2331.0,2307.0,2362.0,2337.9285714285716,0
2025-05-13,2394.0,1.0,2392.0,2339.0,2304.0,2369.8571428571427,2344.3571428571427,1
2025-05-14,2394.0,3.0,2394.0,2335.0,2309.0,2378.285714285714,2350.4285714285716,2
2025-05-15,2410.0,0.0,2394.0,2361.0,2306.0,2385.285714285714,2357.8571428571427,3
2025-05-16,2410.0,0.0,2410.0,2361.0,2306.0,2392.285714285714,2365.285714285714,4
2025-05-17,2410.0,0.0,2410.0,2361.0,2306.0,2399.285714285714,2372.714285714286,5
2025-05-18,2437.0,5.0,2410.0,2385.0,2335.0,2406.714285714286,2380.0,6
2025-05-19,2457.0,11.0,2437.0,2392.0,2331.0,2416.0,2389.0,0
2025-05-20,2457.0,11.0,2457.0,2394.0,2339.0,2425.0,2397.4285714285716,1
2025-05-21,2467.0,-5.0,2457.0,2394.0,2335.0,2435.4285714285716,2406.8571428571427,2
2025-05-22,2473.0,2.0,2467.0,2410.0,2361.0,2444.4285714285716,2414.8571428571427,3
2025-05-23,2473.0,2.0,2473.0,2410.0,2361.0,2453.4285714285716,2422.8571428571427,4
2025-05-24,2473.0,2.0,2473.0,2410.0,2361.0,2462.4285714285716,2430.8571428571427,5
2025-05-25,2473.0,2.0,2473.0,2437.0,2385.0,2467.5714285714284,2437.1428571428573,6
2025-05-26,2473.0,2.0,2473.0,2457.0,2392.0,2469.8571428571427,2442.9285714285716,0
2025-05-27,2504.0,-4.0,2473.0,2457.0,2394.0,2476.5714285714284,2450.785714285714,1
2025-05-28,2499.0,-2.0,2504.0,2467.0,2394.0,2481.1428571428573,2458.285714285714,2
2025-05-29,2506.0,4.0,2499.0,2473.0,2410.0,2485.8571428571427,2465.1428571428573,3
2025-05-30,2506.0,4.0,2506.0,2473.0,2410.0,2490.5714285714284,2472.0,4
2025-05-31,2506.0,4.0,2506.0,2473.0,2410.0,2495.285714285714,2478.8571428571427,5
2025-06-01,2528.0,4.0,2506.0,2473.0,2437.0,2503.1428571428573,2485.3571428571427,6
2025-06-02,2518.0,-11.0,2528.0,2473.0,2457.0,2509.5714285714284,2489.714285714286,0
2025-06-03,2519.0,-4.0,2518.0,2504.0,2457.0,2511.714285714286,2494.1428571428573,1
2025-06-04,2516.0,-7.0,2519.0,2499.0,2467.0,2514.1428571428573,2497.6428571428573,2
2025-06-05,2503.0,-16.0,2516.0,2506.0,2473.0,2513.714285714286,2499.785714285714,3
2025-06-06,2503.0,-16.0,2503.0,2506.0,2473.0,2513.285714285714,2501.9285714285716,4
2025-06-07,2503.0,-16.0,2503.0,2506.0,2473.0,2512.8571428571427,2504.0714285714284,5
2025-06-08,2507.0,2.0,2503.0,2528.0,2473.0,2509.8571428571427,2506.5,6
2025-06-09,2516.0,5.0,2507.0,2518.0,2473.0,2509.5714285714284,2509.5714285714284,0
2025-06-10,2511.0,-5.0,2516.0,2519.0,2504.0,2508.4285714285716,2510.0714285714284,1
2025-06-11,2511.0,-5.0,2511.0,2516.0,2499.0,2507.714285714286,2510.9285714285716,2
2025-06-12,2511.0,-5.0,2511.0,2503.0,2506.0,2508.8571428571427,2511.285714285714,3
2025-06-13,2511.0,-5.0,2511.0,2503.0,2506.0,2510.0,2511.6428571428573,4
2025-06-14,2511.0,-5.0,2511.0,2503.0,2506.0,2511.1428571428573,2512.0,5
2025-06-15,2511.0,-5.0,2511.0,2507.0,2528.0,2511.714285714286,2510.785714285714,6
2025-06-16,2511.0,-5.0,2511.0,2516.0,2518.0,2511.0,2510.285714285714,0
2025-06-17,2523.0,-4.0,2511.0,2511.0,2519.0,2512.714285714286,2510.5714285714284,1
2025-06-18,2523.0,-4.0,2523.0,2511.0,2516.0,2514.4285714285716,2511.0714285714284,2
2025-06-19,2501.0,-11.0,2523.0,2511.0,2503.0,2513.0,2510.9285714285716,3
2025-06-20,2501.0,-11.0,2501.0,2511.0,2503.0,2511.5714285714284,2510.785714285714,4
2025-06-21,2501.0,-11.0,2501.0,2511.0,2503.0,2510.1428571428573,2510.6428571428573,5
2025-06-22,2508.0,-2.0,2501.0,2511.0,2507.0,2509.714285714286,2510.714285714286,6
2025-06-23,2495.0,-12.0,2508.0,2511.0,2516.0,2507.4285714285716,2509.214285714286,0
2025-06-24,2489.0,-11.0,2495.0,2523.0,2511.0,2502.5714285714284,2507.6428571428573,1
2025-06-25,2470.0,-22.0,2489.0,2523.0,2511.0,2495.0,2504.714285714286,2
2025-06-26,2447.0,-28.0,2470.0,2501.0,2511.0,2487.285714285714,2500.1428571428573,3
2025-06-27,2447.0,-28.0,2447.0,2501.0,2511.0,2479.5714285714284,2495.5714285714284,4
2025-06-28,2447.0,-28.0,2447.0,2501.0,2511.0,2471.8571428571427,2491.0,5
2025-06-29,2413.0,-13.0,2447.0,2508.0,2511.0,2458.285714285714,2484.0,6
2025-06-30,2407.0,-8.0,2413.0,2495.0,2511.0,2445.714285714286,2476.5714285714284,0
2025-07-01,2391.0,-16.0,2407.0,2489.0,2523.0,2431.714285714286,2467.1428571428573,1
2025-07-02,2373.0,-29.0,2391.0,2470.0,2523.0,2417.8571428571427,2456.4285714285716,2
2025-07-03,2373.0,-29.0,2373.0,2447.0,2501.0,2407.285714285714,2447.285714285714,3
2025-07-04,2373.0,-29.0,2373.0,2447.0,2501.0,2396.714285714286,2438.1428571428573,4
2025-07-05,2373.0,-29.0,2373.0,2447.0,2501.0,2386.1428571428573,2429.0,5
2025-07-06,2332.0,-6.0,2373.0,2413.0,2508.0,2374.5714285714284,2416.4285714285716,6
2025-07-07,2317.0,-12.0,2332.0,2407.0,2495.0,2361.714285714286,2403.714285714286,0
2025-07-08,2306.0,-12.0,2317.0,2391.0,2489.0,2349.5714285714284,2390.6428571428573,1
2025-07-09,2281.0,-32.0,2306.0,2373.0,2470.0,2336.4285714285716,2377.1428571428573,2
2025-07-10,2252.0,-36.0,2281.0,2373.0,2447.0,2319.1428571428573,2363.214285714286,3
2025-07-11,2252.0,-36.0,2252.0,2373.0,2447.0,2301.8571428571427,2349.285714285714,4
2025-07-12,2252.0,-36.0,2252.0,2373.0,2447.0,2284.5714285714284,2335.3571428571427,5
2025-07-13,2204.0,-6.0,2252.0,2332.0,2413.0,2266.285714285714,2320.4285714285716,6
2025-07-14,2181.0,-25.0,2204.0,2317.0,2407.0,2246.8571428571427,2304.285714285714,0
2025-07-15,2171.0,-12.0,2181.0,2306.0,2391.0,2227.5714285714284,2288.5714285714284,1
2025-07-16,2164.0,-11.0,2171.0,2281.0,2373.0,2210.8571428571427,2273.6428571428573,2
2025-07-17,2153.0,-15.0,2164.0,2252.0,2373.0,2196.714285714286,2257.9285714285716,3
2025-07-18,2153.0,-15.0,2153.0,2252.0,2373.0,2182.5714285714284,2242.214285714286,4
2025-07-19,2153.0,-15.0,2153.0,2252.0,2373.0,2168.4285714285716,2226.5,5
2025-07-20,2153.0,-15.0,2153.0,2204.0,2332.0,2161.1428571428573,2213.714285714286,6
2025-07-21,2121.0,-9.0,2153.0,2181.0,2317.0,2152.5714285714284,2199.714285714286,0
2025-07-22,2117.0,-13.0,2121.0,2171.0,2306.0,2144.8571428571427,2186.214285714286,1
2025-07-23,2111.0,-9.0,2117.0,2164.0,2281.0,2137.285714285714,2174.0714285714284,2
2025-07-24,2096.0,-22.0,2111.0,2153.0,2252.0,2129.1428571428573,2162.9285714285716,3
2025-07-25,2096.0,-22.0,2096.0,2153.0,2252.0,2121.0,2151.785714285714,4
2025-07-26,2096.0,-22.0,2096.0,2153.0,2252.0,2112.8571428571427,2140.6428571428573,5
2025-07-27,2088.0,-2.0,2096.0,2153.0,2204.0,2103.5714285714284,2132.3571428571427,6
2025-07-28,2080.0,-11.0,2088.0,2121.0,2181.0,2097.714285714286,2125.1428571428573,0
2025-07-29,2072.0,-9.0,2080.0,2117.0,2171.0,2091.285714285714,2118.0714285714284,1
2025-07-30,2063.0,-12.0,2072.0,2111.0,2164.0,2084.4285714285716,2110.8571428571427,2
2025-07-31,2058.0,-9.0,2063.0,2096.0,2153.0,2079.0,2104.0714285714284,3
2025-08-01,2058.0,-9.0,2058.0,2096.0,2153.0,2073.5714285714284,2097.285714285714,4
2025-08-02,2058.0,-9.0,2058.0,2096.0,2153.0,2068.1428571428573,2090.5,5
2025-08-03,2049.0,-2.0,2058.0,2088.0,2153.0,2062.5714285714284,2083.0714285714284,6
2025-08-04,2040.0,-3.0,2049.0,2080.0,2121.0,2056.8571428571427,2077.285714285714,0
2025-08-05,2042.0,-4.0,2040.0,2072.0,2117.0,2052.5714285714284,2071.9285714285716,1
2025-08-06,2036.0,-10.0,2042.0,2063.0,2111.0,2048.714285714286,2066.5714285714284,2
2025-08-07,2031.0,-11.0,2036.0,2058.0,2096.0,2044.857142857143,2061.9285714285716,3
2025-08-08,2031.0,-11.0,2031.0,2058.0,2096.0,2041.0,2057.285714285714,4
2025-08-09,2031.0,-11.0,2031.0,2058.0,2096.0,2037.142857142857,2052.6428571428573,5
2025-08-10,2006.0,-4.0,2031.0,2049.0,2088.0,2031.0,2046.7857142857142,6
2025-08-11,1999.0,-12.0,2006.0,2040.0,2080.0,2025.142857142857,2041.0,0
2025-08-12,1999.0,0.0,1999.0,2042.0,2072.0,2019.0,2035.7857142857142,1
2025-08-13,1997.0,-5.0,1999.0,2036.0,2063.0,2013.4285714285713,2031.0714285714287,2
2025-08-14,1994.0,-7.0,1997.0,2031.0,2058.0,2008.142857142857,2026.5,3
2025-08-15,1994.0,-7.0,1994.0,2031.0,2058.0,2002.857142857143,2021.9285714285713,4
2025-08-16,1994.0,-7.0,1994.0,2031.0,2058.0,1997.5714285714287,2017.357142857143,5
2025-08-17,1991.0,-1.0,1994.0,2006.0,2049.0,1995.4285714285713,2013.2142857142858,6
2025-08-18,1985.0,-8.0,1991.0,1999.0,2040.0,1993.4285714285713,2009.2857142857142,0
2025-08-19,1980.0,-8.0,1985.0,1999.0,2042.0,1990.7142857142858,2004.857142857143,1
2025-08-20,1983.0,0.0,1980.0,1997.0,2036.0,1988.7142857142858,2001.0714285714287,2
2025-08-21,1972.0,-13.0,1983.0,1994.0,2031.0,1985.5714285714287,1996.857142857143,3
2025-08-22,1972.0,-13.0,1972.0,1994.0,2031.0,1982.4285714285713,1992.642857142857,4
2025-08-23,1972.0,-13.0,1972.0,1994.0,2031.0,1979.2857142857142,1988.4285714285713,5
2025-08-24,1981.0,0.0,1972.0,1991.0,2006.0,1977.857142857143,1986.642857142857,6
2025-08-25,1980.0,-3.0,1981.0,1985.0,1999.0,1977.142857142857,1985.2857142857142,0
2025-08-26,1989.0,5.0,1980.0,1980.0,1999.0,1978.4285714285713,1984.5714285714287,1
2025-08-27,1988.0,-10.0,1989.0,1983.0,1997.0,1979.142857142857,1983.9285714285713,2
2025-08-28,1984.0,-11.0,1988.0,1972.0,1994.0,1980.857142857143,1983.2142857142858,3
2025-08-29,1984.0,-11.0,1984.0,1972.0,1994.0,1982.5714285714287,1982.5,4
2025-08-30,1984.0,-11.0,1984.0,1972.0,1994.0,1984.2857142857142,1981.7857142857142,5
2025-08-31,1984.0,-11.0,1984.0,1981.0,1991.0,1984.7142857142858,1981.2857142857142,6
2025-09-01,2010.0,12.0,1984.0,1980.0,1985.0,1989.0,1983.0714285714287,0
2025-09-02,2020.0,0.0,2010.0,1989.0,1980.0,1993.4285714285713,1985.9285714285713,1
2025-09-03,2019.0,1.0,2020.0,1988.0,1983.0,1997.857142857143,1988.5,2
2025-09-04,2015.0,-12.0,2019.0,1984.0,1972.0,2002.2857142857142,1991.5714285714287,3
2025-09-05,2015.0,-12.0,2015.0,1984.0,1972.0,2006.7142857142858,1994.642857142857,4
2025-09-06,2015.0,-12.0,2015.0,1984.0,1972.0,2011.142857142857,1997.7142857142858,5
2025-09-07,2026.0,2.0,2015.0,1984.0,1981.0,2017.142857142857,2000.9285714285713,6
2025-09-08,2025.0,-1.0,2026.0,2010.0,1980.0,2019.2857142857142,2004.142857142857,0
2025-09-09,2023.0,-3.0,2025.0,2020.0,1989.0,2019.7142857142858,2006.5714285714287,1
2025-09-10,2025.0,-4.0,2023.0,2019.0,1988.0,2020.5714285714287,2009.2142857142858,2
2025-09-11,2047.0,23.0,2025.0,2015.0,1984.0,2025.142857142857,2013.7142857142858,3
2025-09-12,2047.0,23.0,2047.0,2015.0,1984.0,2029.7142857142858,2018.2142857142858,4
2025-09-13,2047.0,23.0,2047.0,2015.0,1984.0,2034.2857142857142,2022.7142857142858,5
2025-09-14,2083.0,8.0,2047.0,2026.0,1984.0,2042.4285714285713,2029.7857142857142,6
2025-09-15,2086.0,0.0,2083.0,2025.0,2010.0,2051.1428571428573,2035.2142857142858,0
2025-09-16,2095.0,5.0,2086.0,2023.0,2020.0,2061.4285714285716,2040.5714285714287,1
2025-09-17,2096.0,-8.0,2095.0,2025.0,2019.0,2071.5714285714284,2046.0714285714287,2
2025-09-18,2096.0,-3.0,2096.0,2047.0,2015.0,2078.5714285714284,2051.8571428571427,3
2025-09-19,2096.0,-3.0,2096.0,2047.0,2015.0,2085.5714285714284,2057.6428571428573,4
2025-09-20,2096.0,-3.0,2096.0,2047.0,2015.0,2092.5714285714284,2063.4285714285716,5
2025-09-21,2134.0,8.0,2096.0,2083.0,2026.0,2099.8571428571427,2071.1428571428573,6
2025-09-22,2141.0,4.0,2134.0,2086.0,2025.0,2107.714285714286,2079.4285714285716,0
2025-09-23,2145.0,-5.0,2141.0,2095.0,2023.0,2114.8571428571427,2088.1428571428573,1
2025-09-24,2138.0,-5.0,2145.0,2096.0,2025.0,2120.8571428571427,2096.214285714286,2
2025-09-25,2132.0,-6.0,2138.0,2096.0,2047.0,2126.0,2102.285714285714,3
2025-09-26,2132.0,-6.0,2132.0,2096.0,2047.0,2131.1428571428573,2108.3571428571427,4
2025-09-27,2132.0,-6.0,2132.0,2096.0,2047.0,2136.285714285714,2114.4285714285716,5
2025-09-28,2146.0,3.0,2132.0,2134.0,2083.0,2138.0,2118.9285714285716,6
2025-09-29,2148.0,-1.0,2146.0,2141.0,2086.0,2139.0,2123.3571428571427,0
2025-09-30,2159.0,5.0,2148.0,2145.0,2095.0,2141.0,2127.9285714285716,1
2025-10-01,2163.0,-2.0,2159.0,2138.0,2096.0,2144.5714285714284,2132.714285714286,2
2025-10-02,2164.0,-1.0,2163.0,2132.0,2096.0,2149.1428571428573,2137.5714285714284,3
2025-10-03,2164.0,-1.0,2164.0,2132.0,2096.0,2153.714285714286,2142.4285714285716,4
2025-10-04,2164.0,-1.0,2164.0,2132.0,2096.0,2158.285714285714,2147.285714285714,5
2025-10-05,2180.0,-3.0,2164.0,2146.0,2134.0,2163.1428571428573,2150.5714285714284,6
2025-10-06,2187.0,5.0,2180.0,2148.0,2141.0,2168.714285714286,2153.8571428571427,0
2025-10-07,2189.0,-6.0,2187.0,2159.0,2145.0,2173.0,2157.0,1
2025-10-08,2192.0,-2.0,2189.0,2163.0,2138.0,2177.1428571428573,2160.8571428571427,2
2025-10-09,2192.0,1.0,2192.0,2164.0,2132.0,2181.1428571428573,2165.1428571428573,3
2025-10-10,2192.0,1.0,2192.0,2164.0,2132.0,2185.1428571428573,2169.4285714285716,4
2025-10-11,2192.0,1.0,2192.0,2164.0,2132.0,2189.1428571428573,2173.714285714286,5
2025-10-12,2192.0,1.0,2192.0,2180.0,2146.0,2190.8571428571427,2177.0,6
2025-10-13,2223.0,1.0,2192.0,2187.0,2148.0,2196.0,2182.3571428571427,0
2025-10-14,2235.0,8.0,2223.0,2189.0,2159.0,2202.5714285714284,2187.785714285714,1
2025-10-15,2225.0,-5.0,2235.0,2192.0,2163.0,2207.285714285714,2192.214285714286,2
2025-10-16,2233.0,6.0,2225.0,2192.0,2164.0,2213.1428571428573,2197.1428571428573,3
2025-10-17,2233.0,6.0,2233.0,2192.0,2164.0,2219.0,2202.0714285714284,4
2025-10-18,2233.0,6.0,2233.0,2192.0,2164.0,2224.8571428571427,2207.0,5
2025-10-19,2237.0,10.0,2233.0,2192.0,2180.0,2231.285714285714,2211.0714285714284,6
2025-10-20,2243.0,-1.0,2237.0,2223.0,2187.0,2234.1428571428573,2215.0714285714284,0
2025-10-21,2251.0,8.0,2243.0,2235.0,2189.0,2236.4285714285716,2219.5,1
2025-10-22,2261.0,1.0,2251.0,2225.0,2192.0,2241.5714285714284,2224.4285714285716,2
2025-10-23,2266.0,8.0,2261.0,2233.0,2192.0,2246.285714285714,2229.714285714286,3
2025-10-24,2266.0,8.0,2266.0,2233.0,2192.0,2251.0,2235.0,4
2025-10-25,2266.0,8.0,2266.0,2233.0,2192.0,2255.714285714286,2240.285714285714,5
2025-10-26,2276.0,2.0,2266.0,2237.0,2192.0,2261.285714285714,2246.285714285714,6
2025-10-27,2282.0,-3.0,2276.0,2243.0,2223.0,2266.8571428571427,2250.5,0
2025-10-28,2286.0,5.0,2282.0,2251.0,2235.0,2271.8571428571427,2254.1428571428573,1
2025-10-29,2280.0,-13.0,2286.0,2261.0,2225.0,2274.5714285714284,2258.0714285714284,2
2025-10-30,2287.0,2.0,2280.0,2266.0,2233.0,2277.5714285714284,2261.9285714285716,3
2025-10-31,2287.0,2.0,2287.0,2266.0,2233.0,2280.5714285714284,2265.785714285714,4
2025-11-01,2287.0,2.0,2287.0,2266.0,2233.0,2283.5714285714284,2269.6428571428573,5
2025-11-02,2277.0,3.0,2287.0,2276.0,2237.0,2283.714285714286,2272.5,6
2025-11-03,2269.0,-7.0,2277.0,2282.0,2243.0,2281.8571428571427,2274.3571428571427,0
2025-11-04,2270.0,-2.0,2269.0,2286.0,2251.0,2279.5714285714284,2275.714285714286,1
2025-11-05,2272.0,1.0,2270.0,2280.0,2261.0,2278.4285714285716,2276.5,2
2025-11-06,2264.0,-10.0,2272.0,2287.0,2266.0,2275.1428571428573,2276.3571428571427,3
2025-11-07,2264.0,-10.0,2264.0,2287.0,2266.0,2271.8571428571427,2276.214285714286,4
